titulo,autor,precio,categoria
En Un Abrir Y Cerrar De Ojos,"CALLAGHAN, JO",$28.000,literatura
El Primero En Morir,"PATTERSON, JAMES",$28.000,literatura
El Mejor Libro Del Mundo,"VILAS, MANUEL",$23.900,literatura
El Clan (Inspectora Elena Blanco #5),"MOLA, CARMEN",$20.900,literatura
El Ascenso De Las Sombras,VARIOS AUTORES,$20.900,literatura
Dos Veces Unica,"PONIATOWSKA, ELENA",$23.900,literatura
Coliseo Politico. Retratos Del Poder En Chile,"SILVA CUADRA, GERMAN",$15.900,literatura
¿Fortalecer O Reducir El Rol Del Estado,VARIOS AUTORES,$4.950,literatura
Violeta,"ALLENDE, ISABEL",$12.000,literatura
Project Hail Mary,"WEIR, ANDY",$18.000,literatura
Profanaciones,"VARGAS NUÑEZ, VALERIA",$16.199,literatura
La Vegetariana,"KANG, HAN",$17.000,literatura
La Divina Comedia,"ALIGHIERI, DANTE",$20.299,literatura
La Casa De Los Espiritus,"ALLENDE, ISABEL",$13.000,literatura
Inconexia Realoaded I,"LEPE, HUGO",$17.850,literatura
Improbables,"SOTO GONZALEZ, PABLO",$17.990,literatura
El Misterio De Salem's Lot,"KING, STEPHEN",$14.000,literatura
Diecisiete Silabas Para Huasco,LE VIEUX COQ,$14.000,literatura
Deliciosas Historias De La Taberna Kamogawa #2,"KASHIWAI, HISASHI",$17.000,literatura
Pequeños Milagros - PREVENTA,"SPARKS, NICHOLAS",$16.200,literatura
Los Ojos Del Gato,"SANDOVAL NUÑEZ, RICHARD",$17.000,literatura
Lo Que Tarde La Justicia - PREVENTA,"PRATS C., SOFIA",$18.000,literatura
La Isla De La Mujer Dormida - PREVENTA,"PEREZ-REVERTE, ARTURO",$20.700,literatura
Isla Maldita,"GRISHAM, JOHN",$18.000,literatura
El Gato Que Cuidaba Las Bibliotecas - PREVENTA,"NATSUKAWA, SOSUKE",$15.300,literatura
Daisy Haites (Magnolia Parks #2) - PREVENTA,"HASTINGS, JESSA",$19.800,literatura
Alevosia,"ILLANES, PABLO",$17.000,literatura
"Tu, Yo Y La Super Bowl","WOLFF, TRACY",$18.900,literatura
Nada De Esto Es Verdad,"JEWELL, LISA",$19.900,literatura
El Amor Que Dejamos Atras,"YARROS, REBECCA",$20.900,literatura
Blackwater Parte II. El Dique,"MCDOWELL, MICHAEL",$12.000,literatura
Van Schouwen Y Munita. Dos Historias Sobre La Persecucion Y Aniquilacion Del MIR.,"GUZMAN, NANCY",$17.900,literatura
Sidera. El Pueblo De Las Bestias,"TAPIA, MAURICIO",$16.990,literatura
Rosa Ventorum,"VILLAGRAN O., GIANINA",$16.990,literatura
Por Ti Me Quedo,"ECHAGUE, FLORENCIA",$18.990,literatura
Perros Mojados,"DONOSO, CLAUDIA",$21.500,literatura
Narrativa Completa (2 Tomos),"WACQUEZ ARELLANO, MAURICIO",$94.630,literatura
Los Arboles Caidos Tambien Son El Bosque,"KAMIYA, ALEJANDRA",$14.000,literatura
La Muerte Viene Estilando,"MONTERO, ANDRES",$14.900,literatura
La Herida En El Espejo,"LEON, ALISON",$14.990,literatura
La Era Del Imperio Y Las Fronteras De La Civilizacion En America Del Sur,"HARAMBOUR, ALBERTO",$24.900,literatura
La Duquesa Cautiva,"FRICTENNS, APARICIO",$14.990,literatura
En Tierra Seca,"GODOY, ROCIO",$10.000,literatura
El Tiempo Entre Las Costuras,"DUEÑAS, MARIA",$13.900,literatura
Diario 1982-1984. De La Oracion A La Accion,"JARLAN, ANDRE",$15.900,literatura
Desertemos,"BIFO BERARDI, FRANCO",$24.000,literatura
Cuidate Mucho,"RIVEROS, DIEGO",$13.999,literatura
Cuentos De Hans Christian Andersen. Versiones Originales Ilustradas,"ANDERSEN, HANS CHRISTIAN",$28.800,literatura
Compartir Un Marido,"HUONG, HO XUAN",$13.000,literatura
Como Si Dejaras Caer Una Granada,"CARDEMIL PEREZ, FRANCISCO",$10.000,literatura
Como La Noche Adentro De Los Ojos,"LIPARA, DANIEL",$10.000,literatura
Apuntes Para Abolir La Historia,"MAZZOCCHI, MARIA",$10.000,literatura
Amor De Padre. El Mejor Regalo De La Vida,"CASTILLO MONROY, JUAN CARLOS",$12.900,literatura
Vida Y Destino,"GROSSMAN, VASILI",$27.900,literatura
Un Resplandor Ante El Ocaso,"SOTO OBRADOR, SANTIAGO",$24.000,literatura
Todos Los Dias Que Fueron Nuestros,"CLAW, SUSI",$12.530,literatura
Timandra,"KALLIFATIDES, THEODOR",$19.800,literatura
Siempre Tuyo,"JIMENEZ, ABBY",$16.200,literatura
Primer Corte,"HERNANDEZ, ELVIRA",$4.501,literatura
Poemas De Amor Para Alvaro,"ESPINOZA, GILDA",$14.000,literatura
Pequeñas Alegrias,"MENSAH, ELVIN JAMES",$18.130,literatura
Mujeres De La Guerra,"HANNAH, KRISTIN",$18.000,literatura
Mil Noches De Sudamerica,"ANWANDTER, ALEX",$12.200,literatura
Madres E Hijos,"KALLIFATIDES, THEODOR",$18.000,literatura
Los Adversarios,"GRISHAM, JOHN",$9.000,literatura
Las Islas De Los Dioses,"KAUFMAN, AMIE",$17.430,literatura
Las Hermanas Blue,"MELLORS, COCO",$17.430,literatura
Las Amistades Peligrosas,"CHODERLOS DE LACLOS, PIERRE AMBROISE",$12.600,literatura
La Libreria De La Esperanza,"BUTLAND, STEPHANIE",$20.930,literatura
La Amazonia,"BRUM, ELIANE",$18.000,literatura
Esto No Es Noticia,"BESSO, PHILIPPE",$13.230,literatura
Estacion Damasco,"MCCLOSKEY, DAVID",$19.800,literatura
El Tablero De La Reina,"ZUECO GIMENEZ, LUIS MANUEL",$20.700,literatura
El Hombre Grulla,"BARNHILL, KELLY",$16.030,literatura
El Heredero Oscuro,"PACAT, C.S.",$18.130,literatura
El Divino Infierno,"AGONI MOLINA, LUIS",$28.999,literatura
El Club De Las Damas Maleducadas,"GOODMAN, ALISON",$18.000,literatura
De Mil Maneras Distintas,"AHERN, CECELIA",$18.130,literatura
Cuentos Completos,"WACQUEZ ARELLANO, MAURICIO",$15.300,literatura
Colores En La Oscuridad,"PETRYK, MAR",$16.730,literatura
Colapso,"CARBAJO, MANU",$18.130,literatura
Blackouts,"TORRES, JUSTIN",$11.900,literatura
Bienvenidos A La Libreria Hyunam-Dong,"BO-REUM, HWANG",$13.230,literatura
Better. Colision,"LEIGHTON, CARRIE",$20.230,literatura
Beltenebros,"MUÑOZ MOLINA, ANTONIO",$9.030,literatura
Beatus Ille,"MUÑOZ MOLINA, ANTONIO",$11.130,literatura
Quedara El Amor,"KELLEN, ALICE",$20.900,literatura
Pascua,"LEONART, MARCELO",$25.900,literatura
La Muerte Del Pequeño Shug,"WOODRELL, DANIEL",$29.900,literatura
"La Muerte De Socrates. Heroe, Villano, Charlatan, Santo","WILSON, EMILY",$43.010,literatura
Epifanías James Joyce,ALONSO,$22.650,literatura
El Cobrador,"FONSECA, RUBEM",$20.000,literatura
Cosas Que Nunca Te Dije (Edicion Ampliada),"VIERA GALLO, MARIA JOSE",$17.980,literatura
Un Lugar Llamado Antaño,"TOKARZAGUK, OLGA",$20.700,literatura
Todo Pueblo Es Cicatriz,"RUVALCABA, HIRAM",$13.500,literatura
The Ballad Of Songbirds And Snakes (A Hunger Games Novel) (The Hunger Games),"COLLINS, SUZANNE",$17.592,literatura
Por Que Te Vas,"HOCHMAN, IVAN",$14.400,literatura
Perdido En El Paraiso,"LEERHSEN, CHARLES",$21.950,literatura
Pequeñas Mujeres Rojas,"SANZ, MARTA",$19.800,literatura
Miss Guggenheim,"HAYDEN, LEAH",$16.720,literatura
"Milei, Una Historia Del Presente","TENENMBAUM, ERNESTO",$16.730,literatura
Metempsicosis,"REY ROSA, RODRIGO",$15.300,literatura
M. El Hijo Del Siglo,"SCURATI, ANTONIO",$14.400,literatura
Luces Y Sombras En Berlin,"STERN, ANNE",$9.520,literatura
Los Secretos De Heap House,"CAREY, EDWARD",$19.800,literatura
Los Autoestopistas Galacticos II,"ADAMS, DOUGLAS",$27.000,literatura
Logia,"ORTEGA, FRANCISCO",$20.230,literatura
Las Mujeres De Flanagans,"HELLBERG, ASA",$17.520,literatura
Las Dunas Del Deseo II. El Sueño De Nietzche,"HARRIS, THOMAS A.",$10.000,literatura
Laberintos,"ELTIT, DIAMELA",$12.530,literatura
La Vanidad De Los Duluoz,"KEROUAC, JACK",$14.400,literatura
La Ultima Neandertal,"CAMERON, CLAIRE",$15.919,literatura
La Seduccion,"TORRES, SARA",$14.400,literatura
La Mujer Que No Envejecia,"DELACOURT, GREGOIRE",$13.599,literatura
La Mansion De Los Chocolates #3. Los Años Inciertos,"NIKOLAI, MARIA",$17.520,literatura
La Mansion De Los Chocolates #2. Los Años Dorados,"NIKOLAI, MARIA",$17.520,literatura
La Hija Del Relojero,"LOFTIS, LARRY",$13.230,literatura
La Herencia De Agneta Saga De Los Lejongrand 1,"BOMANN, CORINA",$9.520,literatura
La Flecha Envenenada,"MAXWELL, LAURENCE",$10.000,literatura
La Carta De Joan Anderson,"CASSADY, NEAL",$19.800,literatura
La Cabaña,"YOUNG, WILLIAM P.",$13.900,literatura
Hunger Games 4-Book Paperback Box Set,"COLLINS, SUZANNE",$59.992,literatura
Huerfila,"FLORENCIA, ANA",$14.851,literatura
Hotel Flanagans,"HELLBERG, ASA",$15.919,literatura
Ha Empezado Ella,"GILBERT, SIAN",$17.100,literatura
En El Pensamiento,"AIRA, CESAR",$14.400,literatura
El Viento Conoce Mi Nombre,"ALLENDE, ISABEL",$8.400,literatura
El Verano En El Que Rompimos Las Normas,"WALTHER, K. L.",$10.800,literatura
El Secreto De Matilda Saga De Los Lejongrand 2,"BOMANN, CORINA",$17.520,literatura
El Refugiado,"GARCES, GONZALO",$11.830,literatura
El Proximo Año En La Habana,"CLEETON, CHANEL",$9.520,literatura
El Pais Del Silencio,"WEIBEL BARAHONA, MAURICIO",$10.500,literatura
El Libro Del Indigenismo,"ITURRALDE, CRISTIAN RODRIGO",$22.990,literatura
El Gallo Negro,"SANSOM, C. J.",$14.000,literatura
El Enigma De La Habitacion 622 (B),"DICKER, JOEL",$9.800,literatura
El Consultor,"SEONG-SUN, IM",$17.430,literatura
El Cantar De Los Nibelungos,ANONIMO,$21.000,literatura
Dog Man Unleashed A Graphic Novel. Dog Man #2,"PILKEY, DAV",$12.792,literatura
Dog Man Lord Of The Fleas A Graphic Novel. Dog Man #5,"PILKEY, DAV",$12.792,literatura
Dog Man For Whom The Ball Rolls Graphic Novel. Dog Man #7,"PILKEY, DAV",$12.792,literatura
Dog Man Brawl Of The Wild A Graphic Novel. Dog Man #6,"PILKEY, DAV",$12.792,literatura
Dog Man And Cat Kid A Graphic Novel. Dog Man #4,"PILKEY, DAV",$12.792,literatura
Dog Man A Tale Of Two Kitties A Graphic Novel. Dog Man #3,"PILKEY, DAV",$12.792,literatura
Dog Man A Graphic Novel. Dog Man #1,"PILKEY, DAV",$12.792,literatura
Dejare De Pensar En El Mañana,"DIAZ ETEROVIC, RAMON",$16.000,literatura
Correspondencia,"DONOSO, JOSE",$19.800,literatura
Contra El Apagon Voces De Gaza Durante La Guerra En Curso,"ROHANA, SHADI",$3.600,literatura
Con Esto Y Un Bizcocho,"CASTRO CID, AMARA",$9.520,literatura
Chuck Berry La Biografia Definitiva,"SMITH, RJ",$31.700,literatura
Cesarea,"NORDENHOK, HANNA",$12.530,literatura
"Catching Fire (Hunger Games, Book Two)","COLLINS, SUZANNE",$15.992,literatura
Caminando Se Siembra,"MISTRAL, GABRIELA",$19.800,literatura
Cada Uno Por Su Lado Y Dios Contra Todos,"HERZOG, WERNER",$18.000,literatura
Venezuela,"NATANSON, JOSE",$11.200,literatura
Solo El Amor Puede Doler Asi,"TOON, PAIGE",$18.027,literatura
Solgo,"ANDRUETTO, MARIA TERESA",$9.477,literatura
Pasion Y Traicion,"CANALES, FLORENCIA",$13.930,literatura
La Vida Feliz,"FOENKINOS, DAVID",$15.300,literatura
La Novela Luminosa,"LEVRERO, MARIO",$16.100,literatura
El Discurso Vacio,"LEVRERO, MARIO",$11.900,literatura
Donde Se Encuentra Lo Que Perdimos,"KENIGSTEIN, CAROLINA",$13.275,literatura
Desayuno En Tiffany's,"CAPOTE, TRUMAN",$8.400,literatura
Cuentos Para El Insomnio,"ORDENES BARRAZA, PAMELA",$9.592,literatura
Cuentos Completos,"LEVRERO, MARIO",$16.100,literatura
Erupcion,,$22.900,literatura
Erupcion,"PATTERSON, JAMES",$22.900,literatura
Nexus,"HARARI, YUVAL NOAH",$26.000,literatura
Menu Para Dos,"MCQUISTON, CASEY",$12.600,literatura
La Tienda,"KING, STEPHEN",$10.500,literatura
Intermezzo,,$20.000,literatura
Intermezzo,"ROONEY, SALLY",$20.000,literatura
El Taylor-Verso,,$17.000,literatura
El Taylor-Verso,"HAMEENAHO-FOX, SATU",$17.000,literatura
El Niño Que Perdio La Guerra,"NAVARRO, JULIA",$17.500,literatura
Como Cae La Nieve,"DOOM, ERIN",$18.000,literatura
Venganza Furia,"NAVARRETE, DANNY",$17.300,literatura
Tony Ninguno,"MONTERO, ANDRES",$14.900,literatura
Silo Nº 03/03 Dust,"HOWEY, HUGH",$13.230,literatura
Schumann. La Musica Para Clara,"SUBERCASEAUX, ELIZABETH",$23.310,literatura
S-3. Una Mamoria,"HOWLAND, BETTE",$22.000,literatura
Oscura Pradera,"LEZAMA LIMA, JOSE",$15.000,literatura
"Obra Reunida I, II, III","ALVARADO, EDESIO",$21.000,literatura
Nefal. El Guardian De La Justicia,"PAREDES, BENJAMIN",$15.990,literatura
Lunch Poems,"O HARA, FRANK",$19.000,literatura
Los Demonios De Fontecilla,"PEREZ, EDUARDO",$18.900,literatura
Los Cuadernos Lovecraft Nº 05 La Ceremonia,"LOVECRAFT, H. P.",$17.500,literatura
Los Cuadernos Lovecraft Nº 04 El Sabueso,"LOVECRAFT, H. P.",$17.500,literatura
La Version De Barney,"RICHLER, MORDECAI",$31.020,literatura
La Ternura,"DUCAY, PAULA",$14.900,literatura
La Humillacion,"ROTH, PHILIP",$9.100,literatura
La Hija De Auschwitz,"FRIEDMAN, TOVA",$11.900,literatura
La Conejera,"GUNTY, TESS",$31.020,literatura
Kwaidan. Relatos Y Estudios De Cosas Extrañas,"HEARN, LAFCADIO",$16.000,literatura
Kraken,"SEGURA, ANTONI",$16.900,literatura
Ines Del Alma Mia,"ALLENDE, ISABEL",$5.593,literatura
Horror En Valparaiso,"LATRILLE, JORGE",$14.990,literatura
Historia De Mayta,"VARGAS LLOSA, MARIO",$8.400,literatura
Galerna,"CAMARA, PERU",$21.795,literatura
Flores De Verano,"HARA, TAMIKI",$15.900,literatura
Feminismo Para Principiantes,"VARELA, NURIA",$9.800,literatura
Escenas De Un Pensamiento Incomodo,"SEGATO, RITA",$21.000,literatura
El Ultimo Neografo,"ALVAREZ, IGNACIO",$14.900,literatura
El Rugido De Lautaro Y El Conflicto Mapuche En Chle,"CANO, DANIEL",$14.392,literatura
El Obsceno Pajaro De La Noche,"DONOSO, JOSE",$15.400,literatura
El Mejor Pais De Chile,"BRAVO TIRADO, NICOLAS RAFAEL",$18.000,literatura
El Invierno Del Mundo,"FOLLETT, KEN",$13.300,literatura
El Espejo De Indra. Bajo Un Cielo De Auroras,"WELCH, M.V.",$17.200,literatura
El Atuendo De Los Libros,"LAHIRI, JHUMPA",$14.900,literatura
El Amor De Los Caracoles,"MIJOVILOVICH, JUAN",$16.326,literatura
El Affair Skeffington,"MORENO, MARIA",$18.000,literatura
Del Lunes En Un Año,"CAGE, JOHN",$19.000,literatura
Cuentos De Amor Y Rabia,VARIOS AUTORES,$15.500,literatura
Cuando El Amor Y El Odio Se Vistieron De Fuego,"BEZAMA, NELSON",$26.000,literatura
Cuadernos De La Histora III,VARIOS AUTORES,$7.999,literatura
Carta Al Padre,"KAFKA, FRANZ",$7.700,literatura
Cabezas Y Vientre,"YOKOMITSU, RIICHI",$24.900,literatura
Brahms. Los Dilemas Del Alma,"SUBERCASEAUX, ELIZABETH",$21.510,literatura
A Esta Misma Hora,"SUAREZ, MAIVO",$14.900,literatura
2150. Apocalipsis,"SAID, JAIME",$15.000,literatura
¿Quien Se Ha Llevado A Daisy Mason?,"HUNTER, CARA",$21.906,literatura
Una Antorcha En Las Tinieblas,"TAHIR, SABAA",$18.830,literatura
Un Escaparate Navideño,"BAILEY, TESSA",$16.030,literatura
Tierra Materna,"TEILLERY, AMANDA",$11.200,literatura
Tiempos Mejores,"SELUME, JORGE",$12.530,literatura
Tema Libre,"ZAMBRA, ALEJANDRO",$14.700,literatura
Siutico,"CONTARDO, OSCAR",$13.230,literatura
Puro (Covenant #2),"ARMENTROUT, JENNIFER",$17.430,literatura
No Deberiamos,"KEELAND, VI",$20.230,literatura
Mascara De Gato,"ZAPPIA, FRANCESCA",$16.730,literatura
Lugares Asombrosos #2,LUISITO COMUNICA,$11.900,literatura
Los Aerostatos,"NOTHOMB, AMELIE",$14.700,literatura
La Reina De Espadas,"BARRERA, JAZMINA",$12.600,literatura
La Reina (La Cazadora De Hadas #3),"ARMENTROUT, JENNIFER",$13.230,literatura
La Receta Secreta De La Señora Quinn,"FORD, OLIVIA",$12.600,literatura
La Noche De Getsemani,"RECALCATI, MASSIMO",$14.700,literatura
La Era Del Pesimismo Democratico,"BELLOLIO, CRISTOBAL",$11.200,literatura
Invitacion Al Viaje Y Otros Cuentos Ineditos,"RIBEYRO, JULIO RAMON",$10.500,literatura
El Ultimo Grumete De La Baquedano,"COLOANE, FRANCISCO",$12.000,literatura
El Señor Numero Desconocido,"PAINTER, LYNN",$16.030,literatura
El Mar Robado,"HENG, RACHEL",$20.930,literatura
El Maestro De Los Enigmas,"TRUSSONI, DANIELLE",$19.530,literatura
El Futuro Futuro,"THIRLWELL, ADAM",$16.800,literatura
El Enigma Galilei,"MALVALDI, MARCO",$12.530,literatura
El Dia Que Mis Padres Desaparecieron,"RECABARREN, LUIS",$10.500,literatura
El Circo De La Noche,"MORGENSTERN, ERIN",$18.130,literatura
Cuatro Estaciones En Japon,"BRADLEY, NICK",$18.130,literatura
"Charlie, El Amor Y Los Cliches","MAISE, ELLA",$18.130,literatura
Brat,"SMITH, GABRIEL",$21.000,literatura
Bartleby Y Yo,"TALESE, GAY",$11.900,literatura
"Amigos, Amantes Y Aquello Tan Terrible","PERRY, MATTHEW",$16.191,literatura
Albert,"TOLSTOI, LIEV NIKOLAIEVICH",$3.000,literatura
Al Final Mueren Los Dos,"SILVERA, ADAM",$9.730,literatura
The Hunger Games (Hunger Games Series #1),"COLLINS, SUZANNE",$19.990,literatura
Muss. El Gran Imbecil,"MALAPARTE, CURZIO",$15.710,literatura
Los Argonautas,"PINEDA, FERNANDO",$13.370,literatura
Fin De Los Dinosaurios,"TOMEO, JAVIER",$19.390,literatura
El Plan Morgana. Conspiracion En El Cono Sur,"KRUGER, ROBERTO",$15.920,literatura
Burocracia (Pequeña Biblioteca - Rustica),"AMBAO, SANTIAGO",$12.860,literatura
A La Cara,THINKING GIFTS,$12.750,literatura
Revolucion Scaloni,"WALL, ALEJANDRO",$12.530,literatura
Revolucion Messi,"EDUL, GASTON",$11.830,literatura
Milan Kundera,"NOIVILLE, FLORENCE",$15.330,literatura
Memoria,"LAGERCRANTZ, DAVID",$16.730,literatura
Los Vagabundos De Dios,"MENDOZA, MARIO",$15.330,literatura
Las Hermanas Mitford,"BENEDICT, MARIE",$13.230,literatura
Las Aventuras De Simbad El Marino,ANONIMO,$21.420,literatura
La Reina Del Baile,"FABBRI, CAMILA",$14.700,literatura
La Isla Maldita,"MCKINTY, ADRIAN",$15.330,literatura
Juventud,"CONRAD, JOSEPH",$15.980,literatura
Identidad,"ROBERTS, NORA",$14.000,literatura
Hasta Que Se Acaben Las Canciones,"LOPEZ LUENGO, BEATRIZ",$13.230,literatura
Formula 1,"ABAD, VICTOR",$12.530,literatura
En La Boca Del Dragon,"FOLLETT, KEN",$9.100,literatura
El Vellocino De Oro,"GRAVES, ROBERT",$30.420,literatura
El Principito (TD),"DE SAINT-EXUPERY, ANTOINE",$13.320,literatura
El Mejor De Los Mundos Posibles,"KEMPE, MICHAEL",$12.600,literatura
El Hombre De San Petersburgo,"FOLLETT, KEN",$8.400,literatura
El Desierto Blanco,"LOPEZ CARRASCO, LUIS",$14.700,literatura
Donde Descansan Las Flores,"BUHO, SARA",$18.130,literatura
Dime Que Escondes,"MCMANUS, KAREN M.",$12.600,literatura
Diario,"FRANK, ANA",$7.630,literatura
De Un Castillo A Otro. Trilogia Del Norte I,"CELINE, LOUIS FERDINAND",$37.260,literatura
Dante. El Heroe Que Regreso A La Chimba,"MENDEZ NOTARI, CARLOS",$17.000,literatura
Cuatro Cuentos Cuanticos,"ARGUELLO, JAVIER",$10.500,literatura
Cuando No Queden Mas Estrellas Que Contar. Edicion Especial - PREVENTA,"MARTINEZ, MARIA",$26.910,literatura
Cuando La Tormenta Pase,"LOUREIRO, MANEL",$13.930,literatura
Contra La Perfeccion,"SANDEL, MICHAEL J.",$9.100,literatura
Book Lovers,"HENRY, EMILY",$14.350,literatura
Asesinato Para Principiantes. Edicion Especial - PREVENTA,"JACKSON, HOLLY",$26.910,literatura
Arca,"RODRIGUEZ, MARIA PAZ",$12.943,literatura
Adios Cachorra,"NUMER BELLOMI, LUCIA",$7.630,literatura
Utopia,"MORO, TOMAS",$18.873,literatura
Una Velada En La Libreria Morisaki,"YAGISAWA, SATOSHI",$13.230,literatura
Poesia Reunida,"BOLAÑO, ROBERTO",$10.500,literatura
Pinochet En Persona,"LABBE GALILEA, CRISTIAN",$25.000,literatura
Pasajeras,"NOMAD, CAROLA",$18.490,literatura
Mujercitas,"MAY, LOUISA",$56.934,literatura
Marta Harnecker. Vida Y Pensamiento,"RAUBER, ISABEL",$17.000,literatura
La Revolucion Rusa,"PIPES, RICHARD",$22.400,literatura
La Muerte De Los Inocentes,"LAS HERAS BONETTO, JORGE",$17.348,literatura
La Fuerza De La Esperanza. Mas Alla De Los Demeonios,"FUENZALIDA, EVA",$13.000,literatura
Gatos. Relatos Clasicos Con Una Mirada Felina,VARIOS AUTORES,$21.816,literatura
Frida Kahlo. Una Biografia,"HESSE, MARIA",$11.200,literatura
El Vendedor De Pajaros,"RIVERA LETELIER, HERNAN",$10.500,literatura
El Año De Gracia,"KIM, LIGGETT",$16.800,literatura
Cuentos Raros Y Cuentos Tristes,"MOLGAS, FERNANDO",$16.000,literatura
Cuando Los Recuerdos Llamaron A La Puerta,"NAWRATH, JORGE",$11.000,literatura
Condor. Obra En Cinco Actos,"VALENZUELA, RAUL IGNACIO",$10.000,literatura
Caminar,"THOREAU, HENRY DAVID",$15.084,literatura
Bach. El Musico De Dios,"SUBERCASEAUX, ELIZABETH",$15.030,literatura
Antigravitacionales,"IBEAS, LALO",$17.000,literatura
A La Intemperie (Ensayos),"BOLAÑO, ROBERTO",$10.500,literatura
Pucking Around. El Amor No Es Cosa De Dos,"RATH, EMILY",$18.830,literatura
Ronald Ojeda. Notas Postumas Sobre Su Secuestro Y Asesinato,"OJEDA, RONALD",$17.990,literatura
Escandalo Modigliani,"FOLLETT, KEN",$8.400,literatura
Viuda Sola En El Mundo Regala Tigre,"ESPINOSA, TULIO",$15.790,literatura
Todo Lo Que Encontre En La Playa,"JONES, CYNAN",$17.900,literatura
Poeticas De La Desesperanza,"SALDIAS ROSSEL, GABRIEL",$14.740,literatura
Perros. Relatos Clasicos Con Una Mirada Canina,VARIOS AUTORES,$21.816,literatura
Papel Con Marca De Agua,"PETROVIC, GORAN",$23.800,literatura
Paint,"YOUNG, LEE HEE",$17.360,literatura
Naciste Pintada,"BERENGUER, CARMEN",$16.900,literatura
Metros Por Segundo,"PILGAARD, STINE",$27.400,literatura
Lengua Dormida,"FELIX, FRANCO",$25.000,literatura
La Casa Del Juez,"STOKER, BRAM",$3.000,literatura
Ha Dejado De Llover,"BRITO VILLALOBOS, CRISTIAN",$14.740,literatura
Ficcionario,"ALTUNA, HORACIO",$12.900,literatura
Eraseuna Vez,"MONSEF, KIYASH",$20.560,literatura
El Impulso,"WON PYUNG, SOHN",$17.360,literatura
Diez Caballos De Fuerza. Cronica De Nuestro Tiempo,"EHRENBURG, ILIA",$8.899,literatura
Cinco Movimientos De Alabanza,"MOHANTY, SHARMISTHA",$17.300,literatura
"Canto, Cal Y Muerte","REYES, LUIS GONZALO",$9.592,literatura
Caer,"FLORES, LILIAN",$10.000,literatura
Cabo De Hornos Y Otros Cuentos,"COLOANE, FRANCISCO",$4.000,literatura
Babuino,"AIDT, NAJA MARIE",$25.000,literatura
Asi Gritan Las Ovejas,"JORQUERA, SEBASTIAN",$17.990,literatura
"Arturo, La Estrella Mas Brillante","ARENAS, REINALDO",$15.000,literatura
A Lo Lejos,"DIAZ, HERNAN",$31.600,literatura
Abreme La Jaula,"GIACAMAN REYES, TERESITA",$16.501,literatura
Wittgenstein Y El Sentido Tacito De Las Cosas,"WILSON, MIKE",$15.500,literatura
Una Corona De Rosas,ELIZABETH TAYLOR,$22.900,literatura
Un Perfumista Con Alma,"SANCHO, SILVIA",$18.130,literatura
Un Mar Sin Estrellas,"MORGENSTERN, ERIN",$19.530,literatura
Tu Admiradora Secreta,"BAILEY, TESSA",$18.130,literatura
Travesia Botanica Por Chile,"NORTH, MARIANNE",$15.900,literatura
Siempre El Mismo Dia,"NICHOLS, DAVID",$18.130,literatura
Seria Todo. Manual Poetico Para Superar Perdidas Amorosas,"ANDRADE VERGARA, GONZALO ESTEBAN",$11.000,literatura
Psiquiatria Y Cultura,"DORR, OTTO",$31.000,literatura
Nuevos Comienzos. Un Retelling De Mujercitas,"CAVALLARO, BRITTANY",$10.430,literatura
Noctem. La Ciudad De Los Muertos,"WEES, ALYSSA",$16.730,literatura
No Juzgaras,"MURILLO, RODRIGO",$11.900,literatura
No Dispare Al Pianista,"WILDE, OSCAR",$13.000,literatura
Luces Azules,"MORAGA, MARCELA",$13.592,literatura
Los Señores De La Muerte,"BLAKE, OLIVIE",$19.530,literatura
Los Hiperboreos,"CASTELLITTO, PIETRO",$15.330,literatura
Lo Que No Te Podiamos Contar,"VRSALOVIC HUENUMILLA, DIEGO",$13.000,literatura
Legado Familiar,"ACEVEDO, ELIZABETH",$18.130,literatura
La Luna En Harapos,"VILLALBA, SUSANA",$21.000,literatura
La Historia No Parte De Cero,"ZAPATA SILVA, CLAUDIA",$18.000,literatura
La Doncella Aguja,"CLOSS, MARINA",$11.900,literatura
La Democracia Expansiva,"SARTORIUS, NICOLAS",$16.800,literatura
La Ciudad De Los Cadaveres,"OTA, YOKO",$15.000,literatura
Hombres Puros,"MBOLIGAR SARR, MOHAMED",$14.700,literatura
Hijos De Dune,"HERBERT, FRANK",$10.500,literatura
Fue Culpa De La Fisica Cuantica,"HARRIS, JEREMIE",$16.030,literatura
Formas De Ser Cruzado,"ESCOBAR, JOAQUIN",$16.999,literatura
Ese Tiempo Que Tuvimos Por Corazon,"GOUIRIC, MARIE",$9.800,literatura
Entre Chicos,"NOYES, EMMA",$16.730,literatura
En El Oscuro Corazon Del Bosque,"NOVIK, NAOMI",$19.530,literatura
Ella Esta En Todos,VARIOS AUTORES,$14.000,literatura
"El Sol, La Luna Y Las Estrellas","SANTES, MARTA",$18.830,literatura
El Mesias De Dune,"HERBERT, FRANK",$8.400,literatura
El Juego Del Matrimonio,"DESAI, SARA",$18.130,literatura
El Espejo De La Noche,"RUBILAR MEGE, ALBERTO",$15.990,literatura
El Equilibrio Del Miedo,"MADRID, JAVIER",$14.990,literatura
El Encaje Blanco Y Negro,"SOUTO, CAROLINA",$12.990,literatura
El Depilador,"SIME, FATIMA",$14.900,literatura
El Afuera,"GARCIA ROBAYO, MARGARITA",$9.100,literatura
Defender El Agua,VARIO AUTORES,$27.000,literatura
